Unconnected pairs,CN,JI,PA,AA,RA
"(1, 77)",13.199999999999998,0.0,667,0.0,0.0
"(1, 79)",13.199999999999998,0.0,460,0.0,0.0
"(1, 80)",23.799999999999997,0.13513513513513514,437,1.3264147378735538,0.1218744772624083
"(1, 82)",20.599999999999998,0.03333333333333333,184,0.2442393366759723,0.016666666666666666
"(1, 83)",29.4,0.17142857142857143,1357,3.2158056101984447,0.31829723134847354
"(1, 84)",20.599999999999998,0.027777777777777776,322,0.43429448190325176,0.1
"(1, 85)",13.199999999999998,0.0,437,0.0,0.0
"(1, 86)",13.199999999999998,0.0,920,0.0,0.0
"(1, 87)",21.4,0.044444444444444446,552,0.6527371895991351,0.09347826086956522
"(1, 88)",22.999999999999996,0.07272727272727272,828,0.943370323788273,0.058273809523809526
"(1, 89)",23.799999999999997,0.14285714285714285,391,1.3129465691625626,0.11859126984126984
"(1, 90)",13.199999999999998,0.0,759,0.0,0.0
"(1, 91)",24.599999999999998,0.14634146341463414,552,1.6602229385688878,0.17187447726240832
"(1, 92)",13.199999999999998,0.0,115,0.0,0.0
"(1, 93)",24.599999999999998,0.13636363636363635,621,1.461065660659601,0.1011524024024024
"(1, 94)",24.599999999999998,0.13953488372093023,598,1.461065660659601,0.1011524024024024
"(1, 96)",13.199999999999998,0.0,1196,0.0,0.0
"(1, 97)",13.199999999999998,0.0,414,0.0,0.0
"(1, 102)",9.899999999999999,0.0,437,0.0,0.0
"(1, 105)",31.0,0.24561403508771928,1104,3.6251097158098,0.30581335700657475
"(1, 106)",31.0,0.2916666666666667,897,3.7156859040267416,0.34814219258878354
"(1, 107)",30.199999999999996,0.2708333333333333,874,3.357563329390746,0.2820038331970509
"(1, 109)",28.599999999999998,0.24444444444444444,759,2.7267809243220418,0.19752107457636128
"(1, 110)",31.0,0.2692307692307692,989,3.589022004770773,0.29236234441763115
"(1, 111)",24.599999999999998,0.10344827586206896,943,1.461065660659601,0.1011524024024024
"(1, 112)",22.199999999999996,0.0625,644,0.87182652241325,0.10389492753623189
"(1, 113)",13.199999999999998,0.0,299,0.0,0.0
"(1, 114)",23.799999999999997,0.08064516129032258,1012,1.3518681767114358,0.13508540372670808
"(1, 115)",13.199999999999998,0.0,161,0.0,0.0
"(1, 116)",20.599999999999998,0.023809523809523808,460,0.23233849357411737,0.013513513513513514
"(1, 117)",20.599999999999998,0.02857142857142857,299,0.23233849357411737,0.013513513513513514
"(1, 118)",23.799999999999997,0.0847457627118644,943,1.2557420577169722,0.1015492277992278
"(1, 119)",13.199999999999998,0.0,207,0.0,0.0
"(1, 120)",9.899999999999999,0.0,23,0.0,0.0
"(1, 121)",23.799999999999997,0.08771929824561403,897,1.2557420577169722,0.1015492277992278
"(1, 122)",30.199999999999996,0.2,1265,3.260563266017722,0.24474329679858353
"(1, 123)",31.0,0.2857142857142857,920,3.7156859040267416,0.34814219258878354
"(1, 124)",13.199999999999998,0.0,368,0.0,0.0
"(1, 125)",24.599999999999998,0.125,713,1.461065660659601,0.1011524024024024
"(1, 126)",13.199999999999998,0.0,391,0.0,0.0
"(1, 127)",22.199999999999996,0.061224489795918366,667,0.7528716745097948,0.05763888888888889
"(1, 128)",13.199999999999998,0.0,920,0.0,0.0
"(1, 129)",20.599999999999998,0.022222222222222223,529,0.21908933281411486,0.010416666666666666
"(1, 130)",20.599999999999998,0.017543859649122806,805,0.21908933281411486,0.010416666666666666
"(1, 133)",9.899999999999999,0.0,138,0.0,0.0
"(1, 134)",20.599999999999998,0.02857142857142857,299,0.43429448190325176,0.1
"(1, 135)",31.0,0.23333333333333334,1173,3.694857747920974,0.34474329679858345
"(1, 136)",32.599999999999994,0.14953271028037382,2300,4.3311547050254715,0.4259378707357396
"(1, 137)",21.4,0.05405405405405406,368,0.5392661700042523,0.05197505197505198
"(1, 138)",13.199999999999998,0.0,529,0.0,0.0
"(1, 139)",20.599999999999998,0.025,414,0.24842549839846914,0.017857142857142856
"(1, 140)",13.199999999999998,0.0,713,0.0,0.0
"(1, 141)",22.999999999999996,0.09523809523809523,529,0.9844878304095115,0.07097222222222223
"(1, 142)",24.599999999999998,0.125,713,1.5452850627366799,0.13210478335478334
"(1, 143)",20.599999999999998,0.02564102564102564,391,0.2442393366759723,0.016666666666666666
"(1, 144)",13.199999999999998,0.0,391,0.0,0.0
"(1, 145)",9.899999999999999,0.0,46,0.0,0.0
"(1, 146)",24.599999999999998,0.13636363636363635,621,1.461065660659601,0.1011524024024024
"(1, 147)",13.199999999999998,0.0,897,0.0,0.0
"(1, 148)",13.199999999999998,0.0,115,0.0,0.0
"(1, 149)",13.199999999999998,0.0,1242,0.0,0.0
"(1, 150)",22.999999999999996,0.06896551724137931,897,1.139372908832304,0.1277044513457557
"(1, 151)",20.599999999999998,0.022222222222222223,529,0.21908933281411486,0.010416666666666666
"(1, 152)",9.899999999999999,0.0,69,0.0,0.0
"(1, 153)",20.599999999999998,0.015873015873015872,943,0.23233849357411737,0.013513513513513514
"(1, 155)",13.199999999999998,0.0,460,0.0,0.0
"(1, 156)",13.199999999999998,0.0,506,0.0,0.0
"(1, 157)",9.899999999999999,0.0,92,0.0,0.0
"(1, 158)",26.199999999999996,0.10810810810810811,1357,2.0397258852312867,0.16461394086394085
"(1, 160)",9.899999999999999,0.0,23,0.0,0.0
"(1, 161)",22.199999999999996,0.058823529411764705,713,0.87182652241325,0.10389492753623189
"(1, 162)",13.199999999999998,0.0,437,0.0,0.0
"(1, 163)",13.199999999999998,0.0,276,0.0,0.0
"(1, 164)",28.599999999999998,0.16923076923076924,1219,2.8829808354164097,0.25478371783496007
"(1, 165)",9.899999999999999,0.0,23,0.0,0.0
"(1, 166)",26.199999999999996,0.27586206896551724,322,1.9786749725123638,0.14307219357468526
"(1, 167)",13.199999999999998,0.0,1035,0.0,0.0
"(1, 169)",9.899999999999999,0.0,529,0.0,0.0
"(1, 170)",28.599999999999998,0.18333333333333332,1104,2.7752379779269813,0.21091393171921843
"(1, 172)",13.199999999999998,0.0,920,0.0,0.0
"(1, 173)",9.899999999999999,0.0,552,0.0,0.0
"(1, 174)",31.0,0.22950819672131148,1196,3.6963866070695106,0.3290910238888927
"(1, 175)",13.199999999999998,0.0,414,0.0,0.0
"(1, 176)",13.199999999999998,0.0,552,0.0,0.0
"(1, 177)",13.199999999999998,0.0,460,0.0,0.0
"(1, 178)",26.999999999999996,0.16981132075471697,897,2.3300833019069604,0.19436705116829336
"(1, 179)",30.199999999999996,0.23214285714285715,1058,3.3047936314339936,0.2609826130378997
"(1, 180)",9.899999999999999,0.0,115,0.0,0.0
"(1, 181)",13.199999999999998,0.0,138,0.0,0.0
"(1, 182)",28.599999999999998,0.2972972972972973,575,3.0174857981885093,0.30716642071428957
"(1, 183)",24.599999999999998,0.10714285714285714,897,1.6880359668170002,0.1922282608695652
"(1, 184)",13.199999999999998,0.0,506,0.0,0.0
"(1, 185)",13.199999999999998,0.0,345,0.0,0.0
"(1, 186)",13.199999999999998,0.0,299,0.0,0.0
"(1, 187)",26.199999999999996,0.24242424242424243,414,1.9786749725123638,0.14307219357468526
"(1, 188)",20.599999999999998,0.03125,230,0.30692767643013485,0.038461538461538464
"(1, 189)",13.199999999999998,0.0,713,0.0,0.0
"(1, 190)",24.599999999999998,0.13636363636363635,621,1.461065660659601,0.1011524024024024
"(1, 191)",13.199999999999998,0.0,575,0.0,0.0
"(1, 192)",24.599999999999998,0.08333333333333333,1265,1.461065660659601,0.1011524024024024
"(1, 193)",24.599999999999998,0.13333333333333333,644,1.461065660659601,0.1011524024024024
"(1, 194)",27.799999999999997,0.14492753623188406,1288,2.4625821393913916,0.17481897047890835
"(1, 195)",22.999999999999996,0.06153846153846154,1058,1.153268694710538,0.14773970398970399
"(1, 196)",22.999999999999996,0.0625,1035,0.9666773735313547,0.06541666666666666
"(1, 197)",26.999999999999996,0.18,828,2.230243645817274,0.16130545696539483
"(1, 198)",13.199999999999998,0.0,322,0.0,0.0
"(2, 3)",9.899999999999999,0.0,12,0.0,0.0
"(2, 4)",13.199999999999998,0.0,48,0.0,0.0
"(2, 5)",20.599999999999998,0.020833333333333332,138,0.2611892565642242,0.021739130434782608
"(2, 6)",6.599999999999999,0.0,6,0.0,0.0
"(2, 7)",21.4,0.034482758620689655,171,0.5836258876892033,0.06564102564102564
"(2, 8)",13.199999999999998,0.0,63,0.0,0.0
"(2, 9)",13.199999999999998,0.0,60,0.0,0.0
"(2, 10)",20.599999999999998,0.034482758620689655,81,0.31066746727980593,0.04
"(2, 11)",13.199999999999998,0.0,69,0.0,0.0
"(2, 12)",20.599999999999998,0.043478260869565216,63,0.2611892565642242,0.021739130434782608
"(2, 13)",13.199999999999998,0.0,75,0.0,0.0
"(2, 15)",13.199999999999998,0.0,24,0.0,0.0
"(2, 16)",13.199999999999998,0.0,27,0.0,0.0
"(2, 17)",13.199999999999998,0.0,6,0.0,0.0
"(2, 18)",20.599999999999998,0.02564102564102564,111,0.2611892565642242,0.021739130434782608
"(2, 19)",20.599999999999998,0.038461538461538464,72,0.2611892565642242,0.021739130434782608
"(2, 20)",13.199999999999998,0.0,33,0.0,0.0
"(2, 21)",13.199999999999998,0.0,3,0.0,0.0
"(2, 22)",13.199999999999998,0.0,57,0.0,0.0
"(2, 23)",13.199999999999998,0.0,39,0.0,0.0
"(2, 24)",13.199999999999998,0.0,87,0.0,0.0
"(2, 25)",13.199999999999998,0.0,18,0.0,0.0
"(2, 26)",13.199999999999998,0.0,93,0.0,0.0
"(2, 27)",13.199999999999998,0.0,39,0.0,0.0
"(2, 28)",13.199999999999998,0.0,84,0.0,0.0
"(2, 29)",13.199999999999998,0.0,93,0.0,0.0
"(2, 30)",9.899999999999999,0.0,3,0.0,0.0
"(2, 31)",20.599999999999998,0.045454545454545456,60,0.2611892565642242,0.021739130434782608
"(2, 32)",13.199999999999998,0.0,123,0.0,0.0
"(2, 33)",13.199999999999998,0.0,102,0.0,0.0
"(2, 34)",13.199999999999998,0.0,12,0.0,0.0
"(2, 35)",13.199999999999998,0.0,129,0.0,0.0
"(2, 36)",21.4,0.07407407407407407,78,0.5341476769736215,0.04738015607580825
"(2, 37)",9.899999999999999,0.0,15,0.0,0.0
"(2, 38)",9.899999999999999,0.0,57,0.0,0.0
"(2, 39)",13.199999999999998,0.0,18,0.0,0.0
"(2, 40)",13.199999999999998,0.0,102,0.0,0.0
"(2, 41)",13.199999999999998,0.0,21,0.0,0.0
"(2, 42)",13.199999999999998,0.0,36,0.0,0.0
"(2, 43)",13.199999999999998,0.0,87,0.0,0.0
"(2, 44)",13.199999999999998,0.0,111,0.0,0.0
"(2, 45)",13.199999999999998,0.0,21,0.0,0.0
"(2, 46)",13.199999999999998,0.0,69,0.0,0.0
"(2, 47)",9.899999999999999,0.0,9,0.0,0.0
"(2, 48)",13.199999999999998,0.0,24,0.0,0.0
"(2, 49)",21.4,0.046511627906976744,126,0.5341476769736215,0.04738015607580825
"(2, 50)",13.199999999999998,0.0,81,0.0,0.0
"(2, 51)",13.199999999999998,0.0,57,0.0,0.0
"(2, 52)",13.199999999999998,0.0,18,0.0,0.0
"(2, 53)",21.4,0.046511627906976744,126,0.5341476769736215,0.04738015607580825
"(2, 55)",21.4,0.07692307692307693,75,0.5341476769736215,0.04738015607580825
"(2, 56)",21.4,0.06060606060606061,96,0.5341476769736215,0.04738015607580825
"(2, 57)",20.599999999999998,0.02564102564102564,111,0.2611892565642242,0.021739130434782608
"(2, 58)",13.199999999999998,0.0,96,0.0,0.0
"(2, 59)",13.199999999999998,0.0,36,0.0,0.0
"(2, 60)",22.199999999999996,0.03125,288,0.8448151442534275,0.08738015607580825
"(2, 61)",21.4,0.058823529411764705,99,0.5718567238440302,0.06173913043478261
"(2, 62)",13.199999999999998,0.0,90,0.0,0.0
"(2, 63)",13.199999999999998,0.0,93,0.0,0.0
"(2, 64)",13.199999999999998,0.0,96,0.0,0.0
"(2, 65)",13.199999999999998,0.0,99,0.0,0.0
"(2, 66)",13.199999999999998,0.0,102,0.0,0.0
"(2, 67)",21.4,0.06666666666666667,87,0.5341476769736215,0.04738015607580825
"(2, 68)",13.199999999999998,0.0,42,0.0,0.0
"(2, 69)",22.199999999999996,0.05660377358490566,159,0.8448151442534275,0.08738015607580825
"(2, 70)",22.199999999999996,0.04838709677419355,186,0.8448151442534275,0.08738015607580825
"(2, 71)",20.599999999999998,0.03125,90,0.2729584204093974,0.02564102564102564
"(2, 72)",20.599999999999998,0.09090909090909091,27,0.2729584204093974,0.02564102564102564
"(2, 73)",13.199999999999998,0.0,93,0.0,0.0
"(2, 74)",20.599999999999998,0.045454545454545456,60,0.2729584204093974,0.02564102564102564
"(2, 75)",13.199999999999998,0.0,51,0.0,0.0
"(2, 76)",13.199999999999998,0.0,48,0.0,0.0
"(2, 77)",13.199999999999998,0.0,87,0.0,0.0
"(2, 78)",13.199999999999998,0.0,78,0.0,0.0
"(2, 79)",13.199999999999998,0.0,60,0.0,0.0
"(2, 80)",13.199999999999998,0.0,57,0.0,0.0
"(2, 81)",20.599999999999998,0.022727272727272728,126,0.2729584204093974,0.02564102564102564
"(2, 82)",13.199999999999998,0.0,24,0.0,0.0
"(2, 83)",21.4,0.03333333333333333,177,0.5341476769736215,0.04738015607580825
"(2, 84)",13.199999999999998,0.0,42,0.0,0.0
"(2, 85)",13.199999999999998,0.0,57,0.0,0.0
"(2, 86)",13.199999999999998,0.0,120,0.0,0.0
"(2, 87)",22.199999999999996,0.125,72,0.8448151442534275,0.08738015607580825
"(2, 88)",13.199999999999998,0.0,108,0.0,0.0
"(2, 89)",13.199999999999998,0.0,51,0.0,0.0
"(2, 90)",13.199999999999998,0.0,99,0.0,0.0
"(2, 91)",13.199999999999998,0.0,72,0.0,0.0
"(2, 92)",9.899999999999999,0.0,15,0.0,0.0
"(2, 93)",20.599999999999998,0.034482758620689655,81,0.2611892565642242,0.021739130434782608
"(2, 94)",20.599999999999998,0.03571428571428571,78,0.2611892565642242,0.021739130434782608
"(2, 95)",13.199999999999998,0.0,120,0.0,0.0
"(2, 96)",22.199999999999996,0.057692307692307696,156,0.8448151442534275,0.08738015607580825
"(2, 97)",13.199999999999998,0.0,54,0.0,0.0
"(2, 98)",13.199999999999998,0.0,138,0.0,0.0
"(2, 99)",13.199999999999998,0.0,180,0.0,0.0
"(2, 100)",13.199999999999998,0.0,147,0.0,0.0
"(2, 101)",13.199999999999998,0.0,147,0.0,0.0
"(2, 102)",13.199999999999998,0.0,57,0.0,0.0
"(2, 103)",20.599999999999998,0.04,69,0.2729584204093974,0.02564102564102564
"(2, 104)",13.199999999999998,0.0,60,0.0,0.0
"(2, 105)",13.199999999999998,0.0,144,0.0,0.0
"(2, 106)",13.199999999999998,0.0,117,0.0,0.0
"(2, 107)",13.199999999999998,0.0,114,0.0,0.0
"(2, 108)",13.199999999999998,0.0,180,0.0,0.0
"(2, 109)",13.199999999999998,0.0,99,0.0,0.0
"(2, 110)",13.199999999999998,0.0,129,0.0,0.0
"(2, 111)",20.599999999999998,0.023255813953488372,123,0.2611892565642242,0.021739130434782608
"(2, 112)",21.4,0.06896551724137931,84,0.5836258876892033,0.06564102564102564
"(2, 113)",13.199999999999998,0.0,39,0.0,0.0
"(2, 114)",20.599999999999998,0.021739130434782608,132,0.31066746727980593,0.04
"(2, 115)",9.899999999999999,0.0,21,0.0,0.0
"(2, 116)",13.199999999999998,0.0,60,0.0,0.0
"(2, 117)",13.199999999999998,0.0,39,0.0,0.0
"(2, 118)",13.199999999999998,0.0,123,0.0,0.0
"(2, 119)",9.899999999999999,0.0,27,0.0,0.0
"(2, 120)",7.919999999999998,0.0,3,0.0,0.0
"(2, 121)",13.199999999999998,0.0,117,0.0,0.0
"(2, 122)",13.199999999999998,0.0,165,0.0,0.0
"(2, 123)",13.199999999999998,0.0,120,0.0,0.0
"(2, 124)",13.199999999999998,0.0,48,0.0,0.0
"(2, 125)",20.599999999999998,0.030303030303030304,93,0.2611892565642242,0.021739130434782608
"(2, 126)",13.199999999999998,0.0,51,0.0,0.0
"(2, 127)",21.4,0.06666666666666667,87,0.5836258876892033,0.06564102564102564
"(2, 128)",13.199999999999998,0.0,120,0.0,0.0
"(2, 129)",20.599999999999998,0.04,69,0.2611892565642242,0.021739130434782608
"(2, 130)",22.199999999999996,0.08571428571428572,105,0.8448151442534275,0.08738015607580825
"(2, 131)",13.199999999999998,0.0,168,0.0,0.0
"(2, 132)",13.199999999999998,0.0,225,0.0,0.0
"(2, 133)",9.899999999999999,0.0,18,0.0,0.0
"(2, 134)",13.199999999999998,0.0,39,0.0,0.0
"(2, 135)",13.199999999999998,0.0,153,0.0,0.0
"(2, 136)",20.599999999999998,0.00980392156862745,300,0.2729584204093974,0.02564102564102564
"(2, 137)",13.199999999999998,0.0,48,0.0,0.0
"(2, 138)",13.199999999999998,0.0,69,0.0,0.0
"(2, 139)",9.899999999999999,0.0,54,0.0,0.0
"(2, 140)",13.199999999999998,0.0,93,0.0,0.0
"(2, 141)",20.599999999999998,0.04,69,0.31066746727980593,0.04
"(2, 142)",20.599999999999998,0.030303030303030304,93,0.2729584204093974,0.02564102564102564
"(2, 143)",13.199999999999998,0.0,51,0.0,0.0
"(2, 144)",13.199999999999998,0.0,51,0.0,0.0
"(2, 145)",9.899999999999999,0.0,6,0.0,0.0
"(2, 146)",20.599999999999998,0.034482758620689655,81,0.2611892565642242,0.021739130434782608
"(2, 147)",13.199999999999998,0.0,117,0.0,0.0
"(2, 148)",9.899999999999999,0.0,15,0.0,0.0
"(2, 149)",21.4,0.03636363636363636,162,0.5341476769736215,0.04738015607580825
"(2, 151)",21.4,0.08333333333333333,69,0.5836258876892033,0.06564102564102564
"(2, 152)",7.919999999999998,0.0,9,0.0,0.0
"(2, 153)",13.199999999999998,0.0,123,0.0,0.0
"(2, 154)",13.199999999999998,0.0,129,0.0,0.0
"(2, 155)",13.199999999999998,0.0,60,0.0,0.0
"(2, 156)",13.199999999999998,0.0,66,0.0,0.0
"(2, 157)",7.919999999999998,0.0,12,0.0,0.0
"(2, 158)",22.199999999999996,0.05084745762711865,177,0.8448151442534275,0.08738015607580825
"(2, 159)",13.199999999999998,0.0,30,0.0,0.0
"(2, 160)",13.199999999999998,0.0,3,0.0,0.0
"(2, 161)",22.199999999999996,0.0967741935483871,93,0.8448151442534275,0.08738015607580825
"(2, 162)",13.199999999999998,0.0,57,0.0,0.0
"(2, 163)",13.199999999999998,0.0,36,0.0,0.0
"(2, 164)",22.199999999999996,0.05660377358490566,159,0.8448151442534275,0.08738015607580825
"(2, 165)",13.199999999999998,0.0,3,0.0,0.0
"(2, 166)",13.199999999999998,0.0,42,0.0,0.0
"(2, 167)",13.199999999999998,0.0,135,0.0,0.0
"(2, 168)",20.599999999999998,0.013157894736842105,222,0.2611892565642242,0.021739130434782608
"(2, 169)",13.199999999999998,0.0,69,0.0,0.0
"(2, 170)",21.4,0.04081632653061224,144,0.5341476769736215,0.04738015607580825
"(2, 171)",13.199999999999998,0.0,135,0.0,0.0
"(2, 172)",13.199999999999998,0.0,120,0.0,0.0
"(2, 173)",13.199999999999998,0.0,72,0.0,0.0
"(2, 174)",20.599999999999998,0.018518518518518517,156,0.2611892565642242,0.021739130434782608
"(2, 175)",13.199999999999998,0.0,54,0.0,0.0
"(2, 176)",13.199999999999998,0.0,72,0.0,0.0
"(2, 177)",20.599999999999998,0.045454545454545456,60,0.2611892565642242,0.021739130434782608
"(2, 178)",21.4,0.05,117,0.5341476769736215,0.04738015607580825
"(2, 179)",13.199999999999998,0.0,138,0.0,0.0
"(2, 180)",9.899999999999999,0.0,15,0.0,0.0
"(2, 181)",13.199999999999998,0.0,18,0.0,0.0
"(2, 182)",13.199999999999998,0.0,75,0.0,0.0
"(2, 183)",13.199999999999998,0.0,117,0.0,0.0
"(2, 184)",13.199999999999998,0.0,66,0.0,0.0
"(2, 185)",21.4,0.125,45,0.5836258876892033,0.06564102564102564
"(2, 186)",22.199999999999996,0.23076923076923078,39,0.8448151442534275,0.08738015607580825
"(2, 187)",13.199999999999998,0.0,54,0.0,0.0
"(2, 188)",13.199999999999998,0.0,30,0.0,0.0
"(2, 189)",13.199999999999998,0.0,93,0.0,0.0
"(2, 190)",20.599999999999998,0.034482758620689655,81,0.2611892565642242,0.021739130434782608
"(2, 191)",13.199999999999998,0.0,75,0.0,0.0
"(2, 192)",22.199999999999996,0.05454545454545454,165,0.8448151442534275,0.08738015607580825
"(2, 193)",20.599999999999998,0.03333333333333333,84,0.2611892565642242,0.021739130434782608
"(2, 194)",22.199999999999996,0.05357142857142857,168,0.8448151442534275,0.08738015607580825
"(2, 195)",22.199999999999996,0.06521739130434782,138,0.8448151442534275,0.08738015607580825
"(2, 196)",21.4,0.043478260869565216,135,0.5341476769736215,0.04738015607580825
"(2, 197)",20.599999999999998,0.02631578947368421,108,0.2611892565642242,0.021739130434782608
"(2, 198)",13.199999999999998,0.0,42,0.0,0.0
"(3, 4)",22.199999999999996,0.17647058823529413,64,0.8030648497600709,0.07161246612466124
"(3, 5)",22.199999999999996,0.06382978723404255,184,0.8030648497600709,0.07161246612466124
"(3, 6)",13.199999999999998,0.0,8,0.0,0.0
"(3, 7)",13.199999999999998,0.0,228,0.0,0.0
"(3, 8)",13.199999999999998,0.0,84,0.0,0.0
"(3, 9)",20.599999999999998,0.043478260869565216,80,0.269282508064391,0.024390243902439025
"(3, 10)",13.199999999999998,0.0,108,0.0,0.0
"(3, 11)",13.199999999999998,0.0,92,0.0,0.0
"(3, 12)",13.199999999999998,0.0,84,0.0,0.0
"(3, 13)",22.199999999999996,0.11538461538461539,100,0.8030648497600709,0.07161246612466124
"(3, 14)",13.199999999999998,0.0,100,0.0,0.0
"(3, 15)",9.899999999999999,0.0,32,0.0,0.0
"(3, 16)",9.899999999999999,0.0,36,0.0,0.0
"(3, 17)",13.199999999999998,0.0,8,0.0,0.0
"(3, 18)",21.4,0.05128205128205128,148,0.5337823416956798,0.04722222222222222
"(3, 19)",13.199999999999998,0.0,96,0.0,0.0
"(3, 20)",13.199999999999998,0.0,44,0.0,0.0
"(3, 21)",13.199999999999998,0.0,4,0.0,0.0
"(3, 22)",13.199999999999998,0.0,76,0.0,0.0
"(3, 23)",13.199999999999998,0.0,52,0.0,0.0
"(3, 24)",13.199999999999998,0.0,116,0.0,0.0
"(3, 25)",20.599999999999998,0.1111111111111111,24,0.269282508064391,0.024390243902439025
"(3, 26)",22.199999999999996,0.09375,124,0.8030648497600709,0.07161246612466124
